Vocabulary,name,Users,MEDS:STATUS,MEDS:CATEGORY_MEANING_E,MEDS:CATEGORY_MEANING_F,MEDS:UNITS_DESCRIPTOR_E,MEDS:UNITS_DESCRIPTOR_F,MEDS:CF_CODE,MEDS:NETCDF_LONG_NAME,MEDS:WMO_CODE_TABLE_ID,MEDS:CONVENTION,BIO:units,BIO:P06 urn,BIO:P06 name,BIO:P01 urn,BIO:P01 name,BIO:CF_CODE,IML:definition,IML:units,standard_name,SDN:P07::id,SDN:P01::id,SDN:P01::urn,SDN:P01::prefLabel,sdn_parameter_urn,sdn_parameter_name,SDN:P06::id,SDN:P06::urn,SDN:P06::prefLabel,sdn_uom_urn,sdn_uom_name,expected_units,definition,convention
GF3,BBC$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,milliampere,milliampère,,,,,,,,,,,,,,,,,,,,,,,,,milliampere,,
GF3,BBCA,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,milligram per metre cube,,
GF3,BBV$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,,,,,,,,,,,,,,,,,,,,,,volt,,
GF3,BCI$,MEDS,A,Special IGOSS Indicator,Indicateur spécial IGOSS,code table,table de code,,indicator_method_of_current_measurement,2266.0,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,BCN$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,milliampere,milliampère,,,,,,,,,,,,,,,,,,,,,,,,,milliampere,,
GF3,BCNT,MEDS,,,,,,,,,,,,,,,,Number of bugs in extracted sub-sample.,,,,,,,,,,,,,,,Number of bugs in extracted sub-sample.,
GF3,BDIR,MEDS,A,Wave,Vague,degree(angle),degré(angle),,bandwidth_of_directional_analysis,,,,,,,,,,,,,,,,,,,,,,,degree,,
GF3,BEAM,"BIO,IML,MEDS",A,Instrument characteristics,Caractéristiques de l'instrument,dimensionless,sans dimension,,,,,,UCNT,counts,"TNIHCE(01,02,03,04",Echo intensity from the water body by moored acoustic doppler current profiler (ADCP) beam 1,,,,,,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/UCNT/,UCNT,Counts,SDN:P06::UCNT,Counts,dimensionless,,
GF3,BECA,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,milligram per metre cube,,
GF3,BEST,MEDS,A,Time and frequency,Temps et fréquence,hertz,hertz,,bandwidth_of_spetcral_component,,,,,,,,,,,,,,,,,,,,,,,hertz,,
GF3,BIOV,"BIO,MEDS",,,,,,,,,,Ml,,,CVOLUKNB,Biovolume of biological entity specified elsewhere per unit,,,,,,http://vocab.nerc.ac.uk/collection/P01/current/CVOLUKNB/,CVOLUKNB,Biovolume of biological entity specified elsewhere per unit volume of the water body,SDN:P01::CVOLUKNB,Biovolume of biological entity specified elsewhere per unit volume of the water body,,,,,,Ml,Biovolume of biological entity specified elsewhere per unit volume of the water body,
GF3,BKT$,MEDS,A,Physical Oceanography,Océanographie physique,text,texte,,bucket_sample,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,BNO7,"BIO,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,BNUM,MEDS,,,,,,,,,,,,,,,,Sequential number to track individual bugs.,,,,,,,,,,,,,,,Sequential number to track individual bugs.,
GF3,BOTN,MEDS,A,General purpose,Tout usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,BPH$,MEDS,A,Physical Oceanography,Océanographie physique,degree(angle),degré(angle),,phase_obtained_by_blue_light_excitation_of_a_platinum_porphyrin_complex_in_the_anderaa_optode_model_3830,,,,,,,,,,,,,,,,,,,,,,,degree,,
GF3,BPP$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
GF3,BQA$,MEDS,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,qa_in_buoy_code_form,3302.0,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,BQZ$,MEDS,A,Methods,Méthodes,text,texte,,depth_correction_indicator,3318.0,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,BRIT,MEDS,A,Meteorology,Météorologie,degree Celsius,degré Celsius,,brightness_or_radiative_temperature,,,,,,,,,,,,,,,,,,,,,,,degree Celsius,,
GF3,BSD$,MEDS,I,Time and frequency,Temps et fréquence,hour,heure,,,,,,,,,,,,,,,,,,,,,,,,,hour,,
GF3,BTC1,MEDS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,temperature_correction_BT,,,,,,,,,,,,,,,,,,,,,,,degree Celsius,,
GF3,BTN1,MEDS,A,Physical Oceanography,Océanographie physique,text,texte,,number_slide_BT,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,BTP$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,type_buoy,370.0,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,BTR1,MEDS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,temperature_reference_surface_BT,,,,,,,,,,,,,,,,,,,,,,,degree Celsius,,
GF3,BTS1,MEDS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,temperature_surface_BT,,,,,,,,,,,,,,,,,,,,,,,degree Celsius,,
GF3,BUTA,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,milligram per metre cube,,
GF3,BUTL,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,milligram per metre cube,,
GF3,BV7$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,,,,,,,,,,,,,,,,,,,,,,volt,,
GF3,BYM$,MEDS,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,C1C2,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,milligram per metre cube,,
GF3,CALK,"BIO,IML,MEDS",A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,millimole per metre cube,,
GF3,CAPO,MEDS,A,Chemistry,Chimie,microgram per litre,microgramme par litre,,,,,,,,,,,,,,,,,,,,,,,,,microgram per litre,,
GF3,CARO,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,milligram per metre cube,,
GF3,CAST,MEDS,A,Physical Oceanography,Océanographie physique,code table,table de code,,type_hydrographic_cast,,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,CBDV,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,milligram per metre cube,,
GF3,CCCC,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,code table,table de code,,indicator_data_cycle_overflow,,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,CCLL,MEDS,A,General purpose,Tout usage,code table,table de code,,call_sign_platform,,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,CCVR,MEDS,A,Meteorology,Météorologie,number,nombre,cloud_area_fraction,total_cloud_cover,,,,,,,,,,,cloud_area_fraction,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0745/,,,,,,,,,,,number,,
GF3,CDE$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,second,seconde,,,,,,,,,,,,,,,,,,,,,,,,,second,,
GF3,CDID,MEDS,,,,,,,,,,,,,,,,Original label as provided by the data provider eg. IML95028CTD5,,,,,,,,,,,,,,,Original label as provided by the data provider eg. IML95028CTD5,
GF3,CDOM,"BIO,MEDS",,,,,,,,,,mg/m^3,,,CDOMZZ01,Concentration of coloured dissolved organic matter {CDOM Gelbstoff} per unit volume of the water body [dissolved plus reactive particulate phase] by fluorometry,,,,,,http://vocab.nerc.ac.uk/collection/P01/current/CDOMZZ01/,CDOMZZ01,Concentration of coloured dissolved organic matter {CDOM Gelbstoff} per unit volume of the water body [dissolved plus reactive particulate phase] by fluorometry,SDN:P01::CDOMZZ01,Concentration of coloured dissolved organic matter {CDOM Gelbstoff} per unit volume of the water body [dissolved plus reactive particulate phase] by fluorometry,,,,,,mg/m^3,Concentration of coloured dissolved organic matter {CDOM Gelbstoff} per unit volume of the water body [dissolved plus reactive particulate phase] by fluorometry,
GF3,CDOMSDEV,"BIO,MEDS",,,,,,,,,,mg/m^3,,,,,,,,,,,,,,,,,,,,mg/m^3,,
GF3,CDOR,MEDS,A,Biology,Biologie,relative,relatives,,,,,,,,,,,,,,,,,,,,,,,,,relative,,
GF3,CDWT,BIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,CDX1,MEDS,A,Chemistry,Chimie,milligram per litre,milligramme par litre,,dissolved_organic_C,,,,,,,,,,,,,,,,,,,,,,,milligram per litre,,
GF3,CFLG,MEDS,A,General purpose,Tout usage,code table,table de code,,flag_data_continuation,,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,CHAN,MEDS,A,General purpose,Tout usage,number,nombre,,number_of_sensor_channels,,,,,,,,,,,,,,,,,,,,,,,number,,
GF3,CHB$,MEDS,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,concentration_of_chlorophyll_b_in_water,,,,,,,,,,,,,,,,,,,,,,,milligram per metre cube,,
GF3,CHC$,MEDS,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,concentration_of_chlorophyll_c_in_water,,,,,,,,,,,,,,,,,,,,,,,milligram per metre cube,,
GF3,CHCH,MEDS,A,General purpose,Tout usage,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,CHLR,"BIO,IML,MEDS",A,Physical Oceanography,Océanographie physique,gram per kilogram,gramme par kilogramme,,,,,g/kg,UGKG,grams per kilogram,,,,,,,,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/UGKG/,UGKG,Grams per kilogram,SDN:P06::UGKG,Grams per kilogram,"gram per kilogram,g/kg",,
GF3,CHLS,"BIO,IML,MEDS",A,Physical Oceanography,Océanographie physique,kilogram per metre cube,kilogramme par mètre cube,,,,,kg/m^3,UKMC,kilograms per cubic metre,CLXXIETX,Concentration of chloride {Cl- CAS 16887-00-6} per unit volume of the water body [dissolved plus reactive particulate phase] by ion-selective electrode,,,,,,http://vocab.nerc.ac.uk/collection/P01/current/CLXXIETX/,CLXXIETX,Concentration of chloride {Cl- CAS 16887-00-6} per unit volume of the water body [dissolved plus reactive particulate phase] by ion-selective electrode,SDN:P01::CLXXIETX,Concentration of chloride {Cl- CAS 16887-00-6} per unit volume of the water body [dissolved plus reactive particulate phase] by ion-selective electrode,http://vocab.nerc.ac.uk/collection/P06/current/UKMC/,UKMC,Kilograms per cubic metre,SDN:P06::UKMC,Kilograms per cubic metre,"kg/m^3,kilogram per metre cube",Concentration of chloride {Cl- CAS 16887-00-6} per unit volume of the water body [dissolved plus reactive particulate phase] by ion-selective electrode,
GF3,CIDA,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,milligram per metre cube,,
GF3,CLC3,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,milligram per metre cube,,
GF3,CLCL,MEDS,A,Meteorology,Météorologie,code table,table de code,,type_of_low_altitude_cloud,513.0,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,CLCM,MEDS,A,Meteorology,Météorologie,code table,table de code,,amount_of_low_or_medium_altitude_cloud,2700.0,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,CLDA,MEDS,A,Meteorology,Météorologie,code table,table de code,,amount_of_cloud_total,2700.0,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,CLDB,MEDS,A,Meteorology,Météorologie,metre,mètre,,altitude_of_cloud_base,,,,,,,,,,,,,,,,,,,,,,,metre,,
GF3,CLDH,MEDS,A,Meteorology,Météorologie,code table,table de code,,height_of_cloud_base,1600.0,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,CLDT,MEDS,A,Meteorology,Météorologie,code table,table de code,,type_of_cloud_wmo_table_500,500.0,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,CLN$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,metre,mètre,,length_of_cable_suspended_beneath_platforms,,,,,,,,,,,,,,,,,,,,,,,metre,,
GF3,CLW1,MEDS,A,Wave,Vague,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
GF3,CLW2,MEDS,A,Wave,Vague,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
GF3,CLW3,MEDS,A,Wave,Vague,hertz,hertz,,,,,,,,,,,,,,,,,,,,,,,,,hertz,,
GF3,CLW4,MEDS,A,Wave,Vague,percent,pourcentage,,,,,,,,,,,,,,,,,,,,,,,,,percent,,
GF3,CLW5,MEDS,A,Wave,Vague,hertz,hertz,,,,,,,,,,,,,,,,,,,,,,,,,hertz,,
GF3,CLW6,MEDS,A,Wave,Vague,hertz,hertz,,,,,,,,,,,,,,,,,,,,,,,,,hertz,,
GF3,CLW7,MEDS,A,Wave,Vague,metre per hertz,mètre par hertz,,,,,,,,,,,,,,,,,,,,,,,,,metre per hertz,,
GF3,CLW8,MEDS,A,Wave,Vague,metre,mètre,,,,,,,,,,,,,,,,,,,,,,,,,metre,,
GF3,CMCM,MEDS,A,Meteorology,Météorologie,code table,table de code,,type_of_cloud_medium_altitude,515.0,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,CMET,"BIO,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,CMNT,"BIO,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,CMTM,"BIO,IML",A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,time,,,time,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0115/,,,,,,,,,,,text,,
GF3,CNDC,"BIO,IML,MEDS",A,Physical Oceanography,Océanographie physique,mho per metre,mho par mètre,,,,,mhos/m,,,CNDCZZ01,Electrical conductivity of the water body,sea_water_electrical_conductivity,,,sea_water_electrical_conductivity,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0394/,http://vocab.nerc.ac.uk/collection/P01/current/CNDCZZ01/,CNDCZZ01,Electrical conductivity of the water body,SDN:P01::CNDCZZ01,Electrical conductivity of the water body,,,,,,"mhos/m,mho per metre",Electrical conductivity of the water body,
GF3,CNQF,MEDS,A,Chemistry,Chimie,code table,table de code,,flag_chemical_content_qualifier,,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,CNTR,"BIO,BIO,IML,MEDS",A,Instrument characteristics,Caractéristiques de l'instrument,dimensionless,sans dimension,,,,,,,,,,,,,,,,,,,,,,,,,dimensionless,,
GF3,CNTS,"BIO,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,CNV$,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,COLL,BIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,COND,"BIO,BIO,IML",A,Physical Oceanography,Océanographie physique,millimho,millimho,,,,,mmHo,,,,,sea_water_electrical_conductivity,,,sea_water_electrical_conductivity,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0394/,,,,,,,,,,,"mmHo,millimho",,
GF3,CORG,"BIO,IML,MEDS",A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,mmol/m^3,MMCM,millimoles per cubic metre,CORGRGFF,Concentration of organic carbon {organic_C CAS 7440-44-0} {POC} per unit volume of the water body [particulate >GF/F phase],mole_concentration_of_dissolved_organic_carbon_in_sea_water,,,mole_concentration_of_dissolved_organic_carbon_in_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/CF14N31/,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/MMCM/,MMCM,Millimoles per cubic metre,SDN:P06::MMCM,Millimoles per cubic metre,"millimole per metre cube,mmol/m^3",,
GF3,CP1$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,centibars,centibar,,,,,,,,,,,,,,,,,,,,,,,,,centibars,,
GF3,CPCT,"BIO,MEDS",,,,,,,,,,%,,,,,,,,,,,,,,,,,,,,percent,,
GF3,CPH$,MEDS,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,mass_concentration_of_chlorophyll_a_in_water_by_welschmeyer_method,,,,,,,,,,,,,,,,,,,,,,,milligram per metre cube,,
GF3,CPHL,"BIO,IML,MEDS",A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,,mg/m^3,UMMC,milligrams per cubic metre,CPHLZZXX,Concentration of chlorophyll-a {chl-a CAS 479-61-8} per unit volume of the water body [particulate >unknown phase],mass_concentration_of_chlorophyll_a_in_sea_water,,,mass_concentration_of_chlorophyll_a_in_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/CF14N7/,http://vocab.nerc.ac.uk/collection/P01/current/CPHLZZXX/,CPHLZZXX,Concentration of chlorophyll-a {chl-a CAS 479-61-8} per unit volume of the water body [particulate >unknown phase],SDN:P01::CPHLZZXX,Concentration of chlorophyll-a {chl-a CAS 479-61-8} per unit volume of the water body [particulate >unknown phase],http://vocab.nerc.ac.uk/collection/P06/current/UMMC/,UMMC,Milligrams per cubic metre,SDN:P06::UMMC,Milligrams per cubic metre,"mg/m^3,milligram per metre cube",Concentration of chlorophyll-a {chl-a CAS 479-61-8} per unit volume of the water body [particulate >unknown phase],
GF3,CPX1,MEDS,A,Chemistry,Chimie,milligram per litre,milligramme par litre,,concentration_of_particular_carbon_in_water,,,,,,,,,,,,,,,,,,,,,,,milligram per litre,,
GF3,CRAT,"BIO,IML,MEDS",A,Physical Oceanography,Océanographie physique,dimensionless,sans dimension,,,,,,,,,,,,,,,,,,,,,,,,,dimensionless,,
GF3,CRC$,MEDS,A,Special IGOSS Indicator,Indicateur spécial IGOSS,code table,table de code,,code_circular_redundancy_32bit,,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,CSC1,MEDS,A,General purpose,Tout usage,text,texte,,name_of_chief_scientist,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,CSC2,MEDS,A,General purpose,Tout usage,text,texte,,name_of_second_chief_scientist,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,CSC3,MEDS,A,General purpose,Tout usage,text,texte,,name_of_third_chief_scientist,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,CSID,MEDS,A,General purpose,Tout usage,text,texte,,id_database_csiro,,,,,,,,,Secondary sample label ie. common identifier label.,,,,,,,,,,,,,,text,Secondary sample label ie. common identifier label.,
GF3,CSL$,MEDS,A,Geophysics,Géophysique,metre,mètre,,length_of_core_sample_analysed,,,,,,,,,,,,,,,,,,,,,,,metre,,
GF3,CSN$,MEDS,A,General purpose,Tout usage,text,texte,,call_sign_platform,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,CTAX,"BIO,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,CTF$,MEDS,A,General purpose,Tout usage,code table,table de code,,indicator_of_failed_quality_control_tests_for_chemical_data,,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,CTOT,"BIO,IML,MEDS",A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,mmol/m^3,MMCM,millimols per cubic metre,MDMAP011,Concentration of total carbon {total_C CAS 7440-44-0} per unit volume of the water body [particulate >unknown phase],,,,,,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP011/,MDMAP011,Concentration of total carbon {total_C CAS 7440-44-0} per unit volume of the water body [particulate >unknown phase],SDN:P01::MDMAP011,Concentration of total carbon {total_C CAS 7440-44-0} per unit volume of the water body [particulate >unknown phase],http://vocab.nerc.ac.uk/collection/P06/current/MMCM/,MMCM,Millimoles per cubic metre,SDN:P06::MMCM,Millimoles per cubic metre,"millimole per metre cube,mmol/m^3",Concentration of total carbon {total_C CAS 7440-44-0} per unit volume of the water body [particulate >unknown phase],
GF3,CTP$,MEDS,A,General purpose,Tout usage,code table,table de code,,indicator_of_performed_quality_control_tests_for_chemical_data,,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,CTS$,MEDS,A,General purpose,Tout usage,text,texte,,number_serial_of_controller_board,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,CTY$,MEDS,A,General purpose,Tout usage,text,texte,,type_of_controller_board,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,CVTQ,MEDS,A,Meteorology,Météorologie,degree Celsius gram per kilogram,degré Celsius gramme par kilogramme,,co-variance_of_air_temperature_and_specific_humidity,,,,,,,,,,,,,,,,,,,,,,,degree Celsius gram per kilogram,,
GF3,CVWQ,MEDS,A,Meteorology,Météorologie,metre gram per second kilogram,mètre gramme par seconde kilogramme,,co-variance_of_wind_speed_and_specific_humidity,,,,,,,,,,,,,,,,,,,,,,,metre gram per second kilogram,,
GF3,CVWS,MEDS,A,Meteorology,Météorologie,metre square per second square,mètre carré par seconde carré,,co-variance_of_wind_speed_components,,,,,,,,,,,,,,,,,,,,,,,metre square per second square,,
GF3,CVWT,MEDS,A,Meteorology,Météorologie,degree Celsius metre per second,degré Celsius mètre par seconde,,co-variance_of_wind_speed_and_air_temperature,,,,,,,,,,,,,,,,,,,,,,,degree Celsius metre per second,,
GF3,DAT#,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,date_originator_NODC,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,DATE,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,date_within_year_MMDD,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,DATM,MEDS,A,Geophysics,Géophysique,code table,table de code,,datum_bathymetric,,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,DAYS,MEDS,A,Date and time within day,Date et temps dans une journée,number,nombre,,day_within_year,,,,,,,,,,,,,,,,,,,,,,,number,,
GF3,DCHG,"BIO,BIO,IML",A,Physical Oceanography,Océanographie physique,metre cube per second,mètre cube par seconde,,,,,m^3 / s,,,,,,,,,,,,,,,,,,,,"m^3 / s,metre cube per second",,
GF3,DCLN,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,magnetic_declination,,,,,,,,,,,,,,,,,,,,,,,degree,,
GF3,DDB$,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,DDS$,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,DEB$,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,DEC$,MEDS,A,General purpose,Tout usage,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,DENS,"BIO,IML,MEDS",A,Physical Oceanography,Océanographie physique,kilogram per metre cube,kilogramme par mètre cube,,,,,kg/m^3,UKMC,kilograms per cubic metre,DENSWB01,Density of the water body by gravimetry,sea_water_density,,,sea_water_density,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0393/,http://vocab.nerc.ac.uk/collection/P01/current/DENSWB01/,DENSWB01,Density of the water body by gravimetry,SDN:P01::DENSWB01,Density of the water body by gravimetry,http://vocab.nerc.ac.uk/collection/P06/current/UKMC/,UKMC,Kilograms per cubic metre,SDN:P06::UKMC,Kilograms per cubic metre,"kg/m^3,kilogram per metre cube",Density of the water body by gravimetry,
