Vocabulary,name,Users,MEDS:STATUS,MEDS:CATEGORY_MEANING_E,MEDS:CATEGORY_MEANING_F,MEDS:UNITS_DESCRIPTOR_E,MEDS:UNITS_DESCRIPTOR_F,MEDS:CF_CODE,MEDS:NETCDF_LONG_NAME,MEDS:WMO_CODE_TABLE_ID,MEDS:CONVENTION,BIO:units,BIO:P06 urn,BIO:P06 name,BIO:P01 urn,BIO:P01 name,BIO:CF_CODE,IML:definition,IML:units,long_name,expected_units,scale,standard_name,SDN:P07::id,SDN:P01::id,SDN:P01::urn,SDN:P01::prefLabel,sdn_parameter_urn,sdn_parameter_name,SDN:P06::id,SDN:P06::urn,SDN:P06::prefLabel,sdn_uom_urn,sdn_uom_name,definition,convention,scale_factor,GF3_name,Alternative units,SDN:P01::Alternative Name
GF3,HEAD,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,heading_of_platform_to_true_north,,,,,,,,,Heading. Units: true degrees.,true degrees,,true degree|True degrees,,,,,,,,,,,,,,Heading. Units: true degrees.,,,HEAD,,
GF3,HEX1,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,milligram per metre cube,,,,,,,,,,,,,,,,,HEX1,,
GF3,HEX2,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,milligram per metre cube,,,,,,,,,,,,,,,,,HEX2,,
GF3,HEXO,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,milligram per metre cube,,,,,,,,,,,,,,,,,HEXO,,
GF3,HGHT,"BIO,IML,MEDS",A,Position and navigation,Position et navigation,metre,mètre,,,,,metres,ULAA,metres,,,height_above_mean_sea_level,,,,metre,,height_above_mean_sea_level,http://vocab.nerc.ac.uk/collection/P07/current/8BFOBHU2/,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,ULAA,Metres,SDN:P06::ULAA,Metres,,,,HGHT,,
GF3,HGR$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,HGR$,,
GF3,HHMM,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HHMM,,
GF3,HIGF,MEDS,A,Time and frequency,Temps et fréquence,hertz,hertz,,,,,,,,,,,,,,hertz,,,,,,,,,,,,,,,,,HIGF,,
GF3,HIN$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,HIN$,,
GF3,HIS$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,HIS$,,
GF3,HL1$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,HL1$,,
GF3,HL2$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,HL2$,,
GF3,HM2$,MEDS,A,Time and frequency,Temps et fréquence,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HM2$,,
GF3,HMN$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,HMN$,,
GF3,HMT$,MEDS,A,Physical Oceanography,Océanographie physique,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HMT$,,
GF3,HMX$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,HMX$,,
GF3,HMXR,MEDS,A,Meteorology,Météorologie,gram per kilogram,gramme par kilogramme,,humidity_mixing_ratio,,,,,,,,,,,,gram per kilogram,,,,,,,,,,,,,,,,,HMXR,,
GF3,HOG$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,HOG$,,
GF3,HOH$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,HOH$,,
GF3,HOUR,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOUR,,
GF3,HPR$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,HPR$,,
GF3,HSC$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,HSC$,,
GF3,HSUL,"BIO,IML,MEDS",A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,mmol/m^3,MMCM,millimoles per cubic metre,H2SXZZXX,Concentration of hydrogen sulphide {H2S CAS 7783-06-4} per unit volume of the water body [dissolved plus reactive particulate phase],,,,,mmol/m^3|millimole per metre cube,,,,http://vocab.nerc.ac.uk/collection/P01/current/H2SXZZXX/,H2SXZZXX,Concentration of hydrogen sulphide {H2S CAS 7783-06-4} per unit volume of the water body [dissolved plus reactive particulate phase],SDN:P01::H2SXZZXX,Concentration of hydrogen sulphide {H2S CAS 7783-06-4} per unit volume of the water body [dissolved plus reactive particulate phase],http://vocab.nerc.ac.uk/collection/P06/current/MMCM/,MMCM,Millimoles per cubic metre,SDN:P06::MMCM,Millimoles per cubic metre,Concentration of hydrogen sulphide {H2S CAS 7783-06-4} per unit volume of the water body [dissolved plus reactive particulate phase],,,HSUL,,
GF3,HTH$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,HTH$,,
GF3,HTL$,MEDS,A,Physical Oceanography,Océanographie physique,metre,mètre,,height_of_xbt_launcher_above_water,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,HTL$,,
GF3,HTSF,MEDS,A,Position and navigation,Position et navigation,metre,mètre,,height_above_the_sea_floor,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,HTSF,,
GF3,HW1$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,HW1$,,
GF3,HW2$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,HW2$,,
GF3,HZY$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,HZY$,,
GF3,ICD$,MEDS,A,General purpose,Tout usage,text,texte,,name_of_instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ICD$,,
GF3,ICEF,MEDS,A,Physical Oceanography,Océanographie physique,code table,table de code,,flag_ice_in_hydrographic_observation_vicinity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ICEF,,
GF3,ICT$,MEDS,A,Physical Oceanography,Océanographie physique,metre,mètre,sea_ice_thickness,,,,,,,,,,,,,metre,,sea_ice_thickness,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0369/,,,,,,,,,,,,,,ICT$,,
GF3,IDEN,"BIO,IML,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDEN,,
GF3,IN1$,MEDS,I,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IN1$,,
GF3,IN2$,MEDS,I,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IN2$,,
GF3,IND$,MEDS,A,General purpose,Tout usage,hour,heure,,,,,,,,,,,,,,hour,,,,,,,,,,,,,,,,,IND$,,
GF3,INS1,MEDS,A,General purpose,Tout usage,text,texte,,name_of_institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INS1,,
GF3,INTP,MEDS,A,General purpose,Tout usage,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTP,,
GF3,INU$,MEDS,A,General purpose,Tout usage,hour,heure,,,,,,,,,,,,,,hour,,,,,,,,,,,,,,,,,INU$,,
GF3,IRFB,MEDS,A,Biology,Biologie,nanomole per litre,nanomole par litre,,,,,,,,,,,,,,nanomole per litre,,,,,,,,,,,,,,,,,IRFB,,
GF3,IRUB,MEDS,A,Biology,Biologie,nanomole per litre,nanomole par litre,,,,,,,,,,,,,,nanomole per litre,,,,,,,,,,,,,,,,,IRUB,,
GF3,IST$,MEDS,A,General purpose,Tout usage,text,texte,,name_of_instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IST$,,
GF3,JPT$,MEDS,A,General purpose,Tout usage,code table,table de code,,code_jgofs_protocol_table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPT$,,
GF3,KMEF,MEDS,A,Other organic chemical measurements,Autres mesures chimiques organiques,part per million,partie par million,,,,,,,,,,,,,,part per million,,,,,,,,,,,,,,,,,KMEF,,
GF3,LAT#,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,latitude_originator_NODC,,,,,,,,,,,,degree,,,,,,,,,,,,,,,,,LAT#,,
GF3,LAT$,MEDS,A,Position and navigation,Position et navigation,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAT$,,
GF3,LATA,MEDS,A,Position and navigation,Position et navigation,degree Celsius,degré Celsius,,latitude_reported_with_every_depth,,,,,,,,,,,,degree Celsius,,,,,,,,,,,,,,,,,LATA,,
GF3,LATD,"BIO,IML,MEDS",A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,degrees,UAAA,degrees,ALATZZ01,Latitude north,latitude,,,,degrees_north|degree|deg|degrees,,latitude,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0600/,http://vocab.nerc.ac.uk/collection/P01/current/ALATZZ01/,ALATZZ01,Latitude north,SDN:P01::ALATZZ01,Latitude north,http://vocab.nerc.ac.uk/collection/P06/current/UAAA/,UAAA,Degrees,SDN:P06::UAAA,Degrees,Latitude north,,,LATD,,
GF3,LATI,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,latitude_positive_north,,,,,,,,,,,,degree,,,,,,,,,,,,,,,,,LATI,,
GF3,LATM,MEDS,A,Position and navigation,Position et navigation,minute(angle),minute(angle),,latitude_minutes_within_degree,,,,,,,,,,,,minute,,,,,,,,,,,,,,,,,LATM,,
GF3,LBL1,MEDS,A,Wave,Vague,second,seconde,,,,,,,,,,,,,,second,,,,,,,,,,,,,,,,,LBL1,,
GF3,LBSZ,MEDS,,,,,,,,,,,,,,,,Lower size fractioned bin size.,,,,,,,,,,,,,,,,,Lower size fractioned bin size.,,,LBSZ,,
GF3,LCF$,MEDS,A,Wave,Vague,hertz,hertz,,,,,,,,,,,,,,hertz,,,,,,,,,,,,,,,,,LCF$,,
GF3,LCHL,"BIO,MEDS",,,,,,,,,,mg/m^3,,,,,,,,,mg/m^3,,,,,,,,,,,,,,,,,LCHL,,
GF3,LHIS,"BIO,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LHIS,,
GF3,LINC,MEDS,A,Meteorology,Météorologie,watt per metre square,watt par mètre carré,,long_wave_radiation_incoming,,,,,,,,,,,,watt per metre square,,,,,,,,,,,,,,,,,LINC,,
GF3,LN2$,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,,,,,,,,,,degree,,,,,,,,,,,,,,,,,LN2$,,
GF3,LNG$,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,longitude_from_GPS,,,,,,,,,,,,degree,,,,,,,,,,,,,,,,,LNG$,,
GF3,LON#,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,longitude_originator_NODC,,,,,,,,,,,,degree,,,,,,,,,,,,,,,,,LON#,,
GF3,LON$,MEDS,A,Position and navigation,Position et navigation,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LON$,,
GF3,LONA,MEDS,A,Position and navigation,Position et navigation,degree Celsius,degré Celsius,,longitude_reported_with_every_depth,,,,,,,,,,,,degree Celsius,,,,,,,,,,,,,,,,,LONA,,
GF3,LOND,"BIO,IML,MEDS",A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,degrees,UAAA,degrees,ALONZZ01,Longitude east,longitude,,,,degrees_east|degree|deg|degrees,,longitude,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0554/,http://vocab.nerc.ac.uk/collection/P01/current/ALONZZ01/,ALONZZ01,Longitude east,SDN:P01::ALONZZ01,Longitude east,http://vocab.nerc.ac.uk/collection/P06/current/UAAA/,UAAA,Degrees,SDN:P06::UAAA,Degrees,Longitude east,,,LOND,,
GF3,LONG,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,longitude_positive_west,,,,,,,,,,,,degree,,,,,,,,,,,,,,,,,LONG,,
GF3,LONM,MEDS,A,Position and navigation,Position et navigation,minute(angle),minute(angle),,longitude_minutes_within_degree,,,,,,,,,,,,minute,,,,,,,,,,,,,,,,,LONM,,
GF3,LOUT,MEDS,A,Meteorology,Météorologie,watt per metre square,watt par mètre carré,,long_wave_radiation_outgoing,,,,,,,,,,,,watt per metre square,,,,,,,,,,,,,,,,,LOUT,,
GF3,LOWF,MEDS,A,Time and frequency,Temps et fréquence,hertz,hertz,,,,,,,,,,,,,,hertz,,,,,,,,,,,,,,,,,LOWF,,
GF3,LPHA,"BIO,MEDS",,,,,,,,,,mg/m^3,,,,,,,,,mg/m^3,,,,,,,,,,,,,,,,,LPHA,,
GF3,LPLR,MEDS,,,,,,,,,,,,,,,,Procedure includes removal of large plankton ie. jellyfish.,,,,,,,,,,,,,,,,,Procedure includes removal of large plankton ie. jellyfish.,,,LPLR,,
GF3,LT2$,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,,,,,,,,,,degree,,,,,,,,,,,,,,,,,LT2$,,
GF3,LTG$,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,latitude_from_GPS,,,,,,,,,,,,degree,,,,,,,,,,,,,,,,,LTG$,,
GF3,LVLS,MEDS,A,Physical Oceanography,Océanographie physique,code table,table de code,,code_of_xbt_launcher_tube,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LVLS,,
GF3,LW1$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,LW1$,,
GF3,LW2$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,LW2$,,
GF3,LWCT,MEDS,A,Meteorology,Météorologie,gram per metre cube,gramme par mètre cube,,liquid_water_content,,,,,,,,,,,,gram per metre cube,,,,,,,,,,,,,,,,,LWCT,,
GF3,MAGC,MEDS,A,Geophysics,Géophysique,nanotesla,nanotesla,,magnetic_field_correction,,,,,,,,,,,,nanotesla,,,,,,,,,,,,,,,,,MAGC,,
GF3,MAGN,"BIO,IML,MEDS",A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,degrees,UAAA,degrees,MAGDCORR,Diurnal variation correction of magnetic field of the Earth,,,,,degree,,,,http://vocab.nerc.ac.uk/collection/P01/current/MAGDCORR/,MAGDCORR,Diurnal variation correction of magnetic field of the Earth,SDN:P01::MAGDCORR,Diurnal variation correction of magnetic field of the Earth,http://vocab.nerc.ac.uk/collection/P06/current/UAAA/,UAAA,Degrees,SDN:P06::UAAA,Degrees,Diurnal variation correction of magnetic field of the Earth,,,MAGN,,
GF3,MAGR,MEDS,A,Geophysics,Géophysique,nanotesla,nanotesla,,magnetic_field_residual,,,,,,,,,,,,nanotesla,,,,,,,,,,,,,,,,,MAGR,,
GF3,MAGT,MEDS,A,Geophysics,Géophysique,nanotesla,nanotesla,,magnetic_field_total,,,,,,,,,,,,nanotesla,,,,,,,,,,,,,,,,,MAGT,,
GF3,MBN$,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBN$,,
GF3,MDVP,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,milligram per metre cube,,,,,,,,,,,,,,,,,MDVP,,
GF3,MINS,MEDS,A,Date and time within day,Date et temps dans une journée,minute(time),minute(durée),,,,,,,,,,,,,,minute(time),,,,,,,,,,,,,,,,,MINS,,
GF3,MMFX,MEDS,A,Position and navigation,Position et navigation,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MMFX,,
GF3,MMMM,MEDS,A,General purpose,Tout usage,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MMMM,,
GF3,MMN$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,MMN$,,
GF3,MMPO,MEDS,,,,,,,,,,,,,,,,Information taxonomique additionnelle,,,,,,,,,,,,,,,,,Information taxonomique additionnelle,,,MMPO,,
GF3,MNS$,MEDS,A,Data Operation,Opération sur données,practical salinity unit (PSS-78),unité de salinité pratique (PSS-78),,salinity_minimum_value,,,,,,,,,,,,practical salinity unit (PSS-78),PSS-78,,,,,,,,,,,,,,,,MNS$,,
GF3,MNSV,"BIO,MEDS",,,,,,,,,,microns,,,,,,,,,microns,,,,,,,,,,,,,,,,,MNSV,,
GF3,MNSZ,"BIO,MEDS",,,,,,,,,,microns,,,,,,,,,microns,,,,,,,,,,,,,,,,,MNSZ,,
GF3,MNT$,MEDS,A,Data Operation,Opération sur données,degree Celsius,degré Celsius,,temperature_minimum_value,,,,,,,,,,,,degree Celsius,,,,,,,,,,,,,,,,,MNT$,,
GF3,MNTH,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNTH,,
GF3,MODF,BIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MODF,,
GF3,MRT#,MEDS,A,Methods,Méthodes,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRT#,,
GF3,MSIZ,MEDS,,,,,,,,,,,,,,,,Net mesh size (microns).,,,,,,,,,,,,,,,,,Net mesh size (microns).,,,MSIZ,,
GF3,MSQD,MEDS,,,,,,,,,,,,,,,,Meters squared flag [Y or N] Ok to use for standing stock calc.,,,,,,,,,,,,,,,,,Meters squared flag [Y or N] Ok to use for standing stock calc.,,,MSQD,,
GF3,MTH$,MEDS,A,Methods,Méthodes,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MTH$,,
GF3,MXS$,MEDS,A,Data Operation,Opération sur données,practical salinity unit (PSS-78),unité de salinité pratique (PSS-78),,salinity_maximum_value,,,,,,,,,,,,practical salinity unit (PSS-78),PSS-78,,,,,,,,,,,,,,,,MXS$,,
GF3,MXSV,MEDS,,,,,,,,,,,,,,,,Largest sieve used (microns).,,,,,,,,,,,,,microns,,,,Largest sieve used (microns).,,,MXSV,,
GF3,MXSZ,MEDS,,,,,,,,,,,,,,,,Maximum size of organisms (microns),microns,,microns,,,,,,,,,,,,,,Maximum size of organisms (microns),,,MXSZ,,
GF3,MXT$,MEDS,A,Data Operation,Opération sur données,degree Celsius,degré Celsius,,temperature_maximum_value,,,,,,,,,,,,degree Celsius,,,,,,,,,,,,,,,,,MXT$,,
GF3,NAM$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAM$,,
GF3,NBD1,MEDS,A,Wave,Vague,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NBD1,,
GF3,NBIN,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,dimensionless,sans dimension,,,,,,,,,,,,,,dimensionless,,,,,,,,,,,,,,,,,NBIN,,
GF3,NBL1,MEDS,A,Wave,Vague,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NBL1,,
GF3,NDM$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NDM$,,
GF3,NDS$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NDS$,,
GF3,NET$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,micrometre,micromètre,,size_net_mesh,,,,,,,,,,,,micrometre,,,,,,,,,,,,,,,,,NET$,,
GF3,NETR,"BIO,IML,MEDS",A,Meteorology,Météorologie,watt per metre square,watt par mètre carré,,,,,watts/ m^3,UWCM,watts per square metre,,,solar_irradiance,,,,watts/ m^3|watt per metre square,,solar_irradiance,http://vocab.nerc.ac.uk/collection/P07/current/WC485N1Y/,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/UWCM/,UWCM,Watts per cubic metre,SDN:P06::UWCM,Watts per cubic metre,,,,NETR,,
GF3,NH3$,MEDS,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,millimole per metre cube,,,,,,,,,,,,,,,,,NH3$,,
GF3,NID#,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NID#,,
GF3,NIPO,MEDS,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,milligram per metre cube,,,,,,,,,,,,,,,,,NIPO,,
GF3,NIRR,MEDS,A,Meteorology,Météorologie,watt per metre square,watt par mètre carré,,,,,,,,,,,,,,watt per metre square,,,,,,,,,,,,,,,,,NIRR,,
GF3,NONE,"BIO,IML",A,General purpose,Tout usage,dimensionless,sans dimension,,,,,,,,,,,,,,dimensionless,,,,,,,,,,,,,,,,,NONE,,
GF3,NORG,"BIO,IML,MEDS",A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,mmol/m^3,MMCM,millimoles per cubic metre,DONXXXX1,Concentration of organic nitrogen {organic_N} {DON} per unit volume of the water body [dissolved plus reactive particulate <GF/F phase],mass_concentration_of_organic_nitrogen_in_sea_water,,,,mmol/m^3|millimole per metre cube,,,,http://vocab.nerc.ac.uk/collection/P01/current/DONXXXX1/,DONXXXX1,Concentration of organic nitrogen {organic_N} {DON} per unit volume of the water body [dissolved plus reactive particulate <GF/F phase],SDN:P01::DONXXXX1,Concentration of organic nitrogen {organic_N} {DON} per unit volume of the water body [dissolved plus reactive particulate <GF/F phase],http://vocab.nerc.ac.uk/collection/P06/current/MMCM/,MMCM,Millimoles per cubic metre,SDN:P06::MMCM,Millimoles per cubic metre,Concentration of organic nitrogen {organic_N} {DON} per unit volume of the water body [dissolved plus reactive particulate <GF/F phase],,,NORG,,
GF3,NPA$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPA$,,
GF3,NPD$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPD$,,
GF3,NPS$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPS$,,
GF3,NPT#,MEDS,A,General purpose,Tout usage,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPT#,,
GF3,NRP$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRP$,,
GF3,NSB$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NSB$,,
GF3,NSCM,"BIO,IML,MEDS",A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,,,,,m/s,UVAA,metres per second,,,northward_sea_water_velocity,,,,m/s|metre per second,,northward_sea_water_velocity,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0494/,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/UVAA/,UVAA,Metres per second,SDN:P06::UVAA,Metres per second,,,,NSCM,,
GF3,NSCS,MEDS,,,,,,,,,,,,,,,,North (true) Component of Current (mm/s),mm/s,,mm/s,,,,,,,,,,,,,,North (true) Component of Current (mm/s),,,NSCS,,
GF3,NSCT,"BIO,IML,MEDS",A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,,,,,m/s,UVAA,metres per second,LCNZZ01,Northward current velocity in the water body,northward_sea_water_velocity,,,,m/s|metre per second|M/s,,northward_sea_water_velocity,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0494/,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/UVAA/,UVAA,Metres per second,SDN:P06::UVAA,Metres per second,,,,NSCT,,
GF3,NSU$,MEDS,A,Position and navigation,Position et navigation,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NSU$,,
GF3,NTHR,MEDS,A,Time and frequency,Temps et fréquence,hour,heure,,,,,,,,,,,,,,hour,,,,,,,,,,,,,,,,,NTHR,,
GF3,NTMN,MEDS,A,Time and frequency,Temps et fréquence,minute(time),minute(durée),,,,,,,,,,,,,,minute(time),,,,,,,,,,,,,,,,,NTMN,,
GF3,NTOT,"BIO,IML,MEDS",A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,mmol/m^3,MMCM,millimoles per cubic metre,MDMAP013,Concentration of total nitrogen {total_N} per unit volume of the water body [particulate >unknown phase],,,,,mmol/m^3|millimole per metre cube,,,,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,MDMAP013,Concentration of total nitrogen {total_N} per unit volume of the water body [particulate >unknown phase],SDN:P01::MDMAP013,Concentration of total nitrogen {total_N} per unit volume of the water body [particulate >unknown phase],http://vocab.nerc.ac.uk/collection/P06/current/MMCM/,MMCM,Millimoles per cubic metre,SDN:P06::MMCM,Millimoles per cubic metre,Concentration of total nitrogen {total_N} per unit volume of the water body [particulate >unknown phase],,,NTOT,,
GF3,NTRA,"BIO,IML,MEDS",A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,mmol/m^3,MMCM,millimoles per cubic metre,NTRAXXDZ,Concentration of nitrate {NO3- CAS 14797-55-8} per unit volume of the water body [dissolved plus reactive particulate <unknown phase],mole_concentration_of_nitrate_in_sea_water,,,,mmol/m^3|millimole per metre cube,,mole_concentration_of_nitrate_in_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0806/,http://vocab.nerc.ac.uk/collection/P01/current/NTRAXXDZ/,NTRAXXDZ,Concentration of nitrate {NO3- CAS 14797-55-8} per unit volume of the water body [dissolved plus reactive particulate <unknown phase],SDN:P01::NTRAXXDZ,Concentration of nitrate {NO3- CAS 14797-55-8} per unit volume of the water body [dissolved plus reactive particulate <unknown phase],http://vocab.nerc.ac.uk/collection/P06/current/MMCM/,MMCM,Millimoles per cubic metre,SDN:P06::MMCM,Millimoles per cubic metre,Concentration of nitrate {NO3- CAS 14797-55-8} per unit volume of the water body [dissolved plus reactive particulate <unknown phase],,,NTRA,,
